"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
0,1,"LVA","Latvia","ECA","N","2005","2005","Y",0.4031804,1.9,441.4383,0.02191939,0.01160101,0.00854118,0.01823536,0.3897954,334.8459,0.2853136,-1,2.238799,"LVA_N2005Y",0.01999,0.03919,0.05207,0.06071,0.0703,0.0832,0.1001,0.1201,0.1544,0.3
0,1,"LBN","Lebanon","MNA","N","2005","2011.77","X",892.382,1.9,572.4738,0,0,0,0,0.3183245,485.6454,0.1697937,-1,3.986852,"LBN_N2011X",0.03091,0.04765,0.05858,0.06829,0.07858,0.09121,0.1036,0.1215,0.1517,0.2479
1,1,"LSO","Lesotho","SSA","N","2005","","X",3.864347,1.9,70.56333,0.613503,0.3225508,0.2124741,0.5912765,-1,-1,-1,-1,1.949543,"LSO_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"LBR","Liberia","SSA","N","2005","2007","X",0.5677298,1.9,49.53721,0.7365049,0.3201641,0.1772022,0.5025774,0.3647774,40.10586,0.2365822,-1,3.26123,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
0,1,"LTU","Lithuania","ECA","N","2005","2005","Y",1.785857,1.9,433.7789,0.01711676,0.00872804,0.005975732,0.02459687,0.3530122,357.0971,0.241387,-1,3.322528,"LTU_N2005Y",0.02191,0.04218,0.05663,0.06827,0.07748,0.08728,0.1009,0.1193,0.1549,0.2712
0,1,"LUX","Luxembourg","OHI","N","2005","2005","Y",0.9893056,1.9,2215.039,0,0,0,0,0.3083986,1903.782,0.1600237,-1,0.465158,"LUX_N2005Y",0.03267,0.04907,0.06036,0.06978,0.08006,0.09073,0.1025,0.1205,0.1511,0.2432
0,1,"MKD","Macedonia, former Yugoslav Republic of","ECA","N","2005","2005","X",22.93599,1.9,366.0321,0.01382597,0.003751772,0.001455313,0.004859856,0.3930525,279.6661,0.2662172,-1,2.060272,"MKD_N2005X",0.02221,0.03574,0.04708,0.05839,0.07006,0.08412,0.102,0.1268,0.1647,0.2889
0,1,"MDG","Madagascar","SSA","N","2005","2005","X",704.9134,1.9,55.10204,0.7198766,0.3072292,0.162468,0.4568776,0.3993718,39.87914,0.2670169,-1,18.336724,"MDG_N2005X",0.02693,0.04035,0.04963,0.05814,0.06748,0.07804,0.09186,0.1126,0.1505,0.3244
1,1,"MWI","Malawi","SSA","N","2005","","X",78.01701,1.9,54.61575,0.7283363,0.3150457,0.1681511,0.4686958,-1,-1,-1,-1,13.039711,"MWI_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"MYS","Malaysia","EAP","N","2005","","Y",1.586086,1.9,628.8006,0.005169128,0.001087101,0.0004499439,0.001505057,-1,-1,-1,-1,25.659393,"MYS_N2004Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"MDV","Maldives","SAS","N","2005","","X",10.67605,1.9,150.6595,0.1312991,0.03353278,0.01230967,0.04262857,-1,-1,-1,-1,0.321,"MDV_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"MLI","Mali","SSA","N","2005","","X",221.8683,1.9,75.48919,0.5259639,0.1860066,0.08969858,0.2645158,-1,-1,-1,-1,12.798763,"MLI_N2001X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MLT","Malta","OHI","N","2005","2006","Y",0.6285905,1.9,957.434,0.004906659,0.001715339,0.000795627,0.002356296,0.280193,855.4437,0.1395076,-1,0.403834,"MLT_N2006Y",0.0342,0.0517,0.06356,0.07425,0.0841,0.09481,0.1078,0.1228,0.1466,0.2203
1,1,"MRT","Mauritania","SSA","N","2005","","X",112.8067,1.9,151.922,0.1341134,0.03309791,0.01240493,0.04279288,-1,-1,-1,-1,3.13072,"MRT_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MUS","Mauritius","SSA","N","2005","2006.5","X",18.28542,1.9,302.4266,0.007145055,0.001154724,0.0003513642,0.001408471,0.3565342,235.4597,0.2099285,-1,1.228254,"MUS_N2006X",0.03089,0.04485,0.05403,0.06301,0.07223,0.08331,0.09711,0.1164,0.1506,0.2875
0,1,"MEX","Mexico","LAC","N","2005","2005","X",8.940212,1.9,312.4386,0.06189388,0.0177206,0.007585178,0.02416323,0.4894253,197.5675,0.4192856,-1,108.472228,"MEX_N2005X",0.01611,0.02794,0.03779,0.04777,0.05776,0.07045,0.08681,0.1108,0.1559,0.3886
0,1,"FSM","Micronesia, Federated States of","EAP","N","2005","2005","X",0.9982547,1.9,220.4165,0.08465438,0.01712515,0.005583976,0.02119482,0.4235578,162.2482,0.3033067,-1,0.106196,"FSM_N2005X",0.02202,0.03358,0.0437,0.05414,0.067,0.07944,0.0947,0.1187,0.1619,0.3248
0,0,"MDA","Moldova","ECA","N","2005","2005","X",5.45133,1.9,142.2961,0.1395303,0.03316271,0.01236116,0.04302681,0.3627823,112.7603,0.2205737,0.304642,3.595187,"MDA_N2005X",0.02902,0.0411,0.05203,0.0626,0.0735,0.08552,0.09991,0.1193,0.1518,0.2852
1,1,"MNG","Mongolia","EAP","N","2005","","X",590.33,1.9,192.0701,0.04295595,0.007860281,0.002448126,0.009681321,-1,-1,-1,-1,2.526446,"MNG_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MNE","Montenegro","ECA","N","2005","2005","X",0.4493411,1.9,376.6724,0.002284184,0.0006550699,0.000195752,0.0007792948,0.3021728,322.6131,0.1506655,-1,0.614261,"MNE_N2005X",0.03497,0.0503,0.0602,0.06954,0.07924,0.09142,0.1038,0.1205,0.1501,0.24
1,1,"MAR","Morocco","MNA","N","2005","","X",4.193143,1.9,221.2011,0.04231412,0.008337467,0.002641016,0.01023479,-1,-1,-1,-1,30.52107,"MAR_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"MOZ","Mozambique","SSA","N","2005","","X",15.52727,1.9,53.28206,0.758853,0.3662251,0.2152245,0.5885989,-1,-1,-1,-1,20.92307,"MOZ_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MMR","Myanmar","EAP","N","2005","2015","X",320.604,1.9,77.20655,0.5028469,0.1573762,0.06797342,0.2132412,0.3806851,57.39129,0.2505118,-1,48.482614,"MMR_N2015X",0.02954,0.0438,0.05251,0.06091,0.06971,0.08037,0.09381,0.1121,0.1402,0.3171
1,1,"NAM","Namibia","SSA","N","2005","","X",5.130702,1.9,217.5621,0.2935922,0.09240463,0.04188839,0.1285781,-1,-1,-1,-1,2.032196,"NAM_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"NPL","Nepal","SAS","N","2005","","X",25.75927,1.9,96.08607,0.4005671,0.1159645,0.04595271,0.1511666,-1,-1,-1,-1,25.640287,"NPL_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"NLD","Netherlands","OHI","N","2005","2005","Y",0.8691391,1.9,1425.995,0,0,0,0,0.2904626,1230.494,0.146923,-1,16.319868,"NLD_N2005Y",0.03471,0.05263,0.06313,0.07231,0.08142,0.09141,0.104,0.1208,0.1461,0.2335
0,1,"NIC","Nicaragua","LAC","N","2005","2005","X",9.160075,1.9,155.2498,0.155492,0.03605716,0.01238775,0.04506497,0.4048855,113.1234,0.2721512,-1,5.379328,"NIC_N2005X",0.02529,0.03675,0.04666,0.0562,0.06706,0.07951,0.09652,0.1203,0.1573,0.3144
0,1,"NER","Niger","SSA","N","2005","2005","X",228.7532,1.9,52.84214,0.7493298,0.3549738,0.2041622,0.5572593,0.4442544,35.89573,0.3368027,-1,13.618449,"NER_N2005X",0.02289,0.03541,0.04377,0.05286,0.06276,0.07421,0.08837,0.1099,0.1474,0.3624
1,1,"NGA","Nigeria","SSA","N","2005","","X",79.53147,1.9,72.11924,0.5329572,0.217671,0.1165824,0.32953,-1,-1,-1,-1,138.939478,"NGA_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"NOR","Norway","OHI","N","2005","2005","Y",9.797199,1.9,1691.02,0.002120723,0.001428318,0.0009619798,0.002373813,0.3059064,1400.731,0.1783622,-1,4.623291,"NOR_N2005Y",0.03519,0.05444,0.0636,0.07129,0.07905,0.08734,0.09857,0.1132,0.1343,0.263
1,1,"PAK","Pakistan","SAS","N","2005","","X",25.41425,1.9,112.5052,0.1594738,0.0277656,0.00775064,0.03307709,-1,-1,-1,-1,153.909667,"PAK_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"PAN","Panama","LAC","N","2005","2005","Y",0.553408,1.9,426.2364,0.1001009,0.03840616,0.02144549,0.04986364,0.5387106,250.889,0.5666268,-1,3.330465,"PAN_N2005Y",0.008352,0.01894,0.0293,0.03958,0.05223,0.06709,0.08812,0.1189,0.1748,0.4027
1,1,"PNG","Papua New Guinea","EAP","N","2005","","X",2.137886,1.9,80.85802,0.5077821,0.2361134,0.1443376,0.434675,-1,-1,-1,-1,6.314709,"PNG_N1996X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"PRY","Paraguay","LAC","N","2005","2005","Y",2309.43,1.9,376.9931,0.0607228,0.02036064,0.009647564,0.02843936,0.5138179,228.8945,0.4765801,-1,5.795494,"PRY_N2005Y",0.01322,0.02576,0.03473,0.04463,0.05491,0.0669,0.08493,0.1116,0.1589,0.4044
0,1,"PER","Peru","LAC","N","2005","2005","Y",1.568639,1.9,247.0975,0.1548787,0.0540406,0.02609292,0.07818032,0.5077905,158.9923,0.4716006,-1,27.61041,"PER_N2005Y",0.01229,0.02295,0.03316,0.04425,0.0571,0.07236,0.09102,0.1163,0.162,0.3885
1,1,"PHL","Philippines","EAP","N","2005","","X",18.87329,1.9,166.0398,0.141575,0.03007345,0.009581535,0.03680913,-1,-1,-1,-1,86.274237,"PHL_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"POL","Poland","ECA","N","2005","2005","X",1.936326,1.9,408.3666,0.001420698,0.0002342976,5.879412E-05,0.0002733559,0.3449258,328.3978,0.1976209,-1,38.165445,"POL_N2005X",0.03068,0.04442,0.05419,0.06401,0.0747,0.08684,0.102,0.1214,0.1521,0.2697
0,1,"PRT","Portugal","OHI","N","2005","2005","Y",0.7038629,1.9,829.4038,0.004848496,0.002726711,0.001632275,0.004281182,0.3847145,619.7152,0.2571362,-1,10.50333,"PRT_N2005Y",0.02452,0.04206,0.05199,0.06098,0.06968,0.0801,0.09427,0.1157,0.1555,0.3052
0,1,"ROU","Romania","ECA","N","2005","2005","X",2.000516,1.9,204.8826,0.02147059,0.002699139,0.0004237862,0.002938507,0.2981939,177.3731,0.1469694,-1,21.319685,"ROU_N2005X",0.03397,0.04977,0.06088,0.07088,0.08118,0.09231,0.1051,0.1216,0.1491,0.2352
0,1,"RUS","Russian Federation","ECA","N","2005","2005","X",16.76913,1.9,472.443,0.005438619,0.001187314,0.0004408127,0.001545726,0.4126561,340.5449,0.2872016,-1,143.518523,"RUS_N2005X",0.02265,0.03574,0.04558,0.05523,0.0661,0.07933,0.09684,0.1213,0.1636,0.3137
1,1,"RWA","Rwanda","SSA","N","2005","","X",246.8344,1.9,68.62457,0.6857359,0.3146885,0.1791903,0.4942359,-1,-1,-1,-1,8.991735,"RWA_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"WSM","Samoa","EAP","N","2005","2008","X",1.900278,1.9,280.031,0.01141498,0.001465256,0.0003136199,0.001662665,0.4204655,197.0875,0.290645,-1,0.179929,"WSM_N2008X",0.02677,0.03715,0.04528,0.05454,0.06457,0.07613,0.08997,0.1135,0.1512,0.3409
1,1,"STP","Sao Tome and Principe","SSA","N","2005","","X",10194.79,1.9,89.88388,0.3377701,0.09366031,0.03646036,0.1214565,-1,-1,-1,-1,0.15563,"STP_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"SEN","Senegal","SSA","N","2005","","X",246.1074,1.9,92.78586,0.3927528,0.1292165,0.05921768,0.181724,-1,-1,-1,-1,11.251266,"SEN_N2001X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"SRB","Serbia","ECA","N","2005","2005","X",45.36962,1.9,377.1875,0.008792799,0.002403938,0.0009673919,0.00313655,0.3646042,301.035,0.2262299,-1,7.440769,"SRB_N2005X",0.02663,0.04194,0.05272,0.06357,0.07394,0.08532,0.0995,0.1188,0.1499,0.2876
1,1,"SYC","Seychelles","SSA","N","2005","","X",7.895128,1.9,494.0611,0.005389802,0.0009541598,0.0002421647,0.001118304,-1,-1,-1,-1,0.082858,"SYC_N1999X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"SLE","Sierra Leone","SSA","N","2005","","X",1767.19,1.9,66.7178,0.6001136,0.2260879,0.109718,0.321052,-1,-1,-1,-1,5.658379,"SLE_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"SVK","Slovak Republic","ECA","N","2005","2005","X",0.5670743,1.9,463.7378,0.0004554602,8.488764E-05,1.582117E-05,9.39428E-05,0.2983443,395.105,0.1514924,-1,5.372807,"SVK_N2005X",0.03647,0.0519,0.06163,0.07098,0.08014,0.09058,0.1021,0.1176,0.1426,0.2459
0,1,"SVN","Slovenia","ECA","N","2005","2005","Y",0.681299,1.9,933.0736,0,0,0,0,0.2463427,847.9601,0.1042648,-1,2.000474,"SVN_N2005Y",0.04034,0.05872,0.06893,0.07737,0.08609,0.09582,0.1067,0.1202,0.1402,0.2056
0,1,"SLB","Solomon Islands","EAP","N","2005","2005","X",7.131074,1.9,94.76815,0.4556386,0.1728112,0.08831532,0.2558398,0.4609685,62.93406,0.3658721,-1,0.469885,"SLB_N2005X",0.01853,0.03122,0.04055,0.04998,0.06034,0.07274,0.09021,0.1161,0.1629,0.3575
0,1,"ZAF","South Africa","SSA","N","2005","2005","X",5.067535,1.9,275.5469,0.2503546,0.0798534,0.03559121,0.1100039,0.6476249,102.3681,0.7783076,-1,47.606670244,"ZAF_N2005X",0.009969,0.01588,0.02091,0.02624,0.0331,0.04203,0.05651,0.08516,0.1679,0.5423
0,1,"ESP","Spain","OHI","N","2005","2005","Y",0.776917,1.9,1046.479,0.007436488,0.005782265,0.005145049,0.01330937,0.3243435,906.7265,0.2153584,-1,43.653155,"ESP_N2005Y",0.02475,0.04553,0.0582,0.06945,0.08076,0.09304,0.1074,0.1247,0.1536,0.2426
1,1,"LKA","Sri Lanka","SAS","N","2005","","X",42.21893,1.9,192.7812,0.05207641,0.008116111,0.002087953,0.009504175,-1,-1,-1,-1,19.373,"LKA_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"LCA","St. Lucia","LAC","N","2005","1995","Y",2.139054,1.9,111.5166,0.3218876,0.1154902,0.05573145,0.1691514,0.4258438,82.17095,0.3157385,0.3738608,0.163714,"LCA_N1995Y",0.02007,0.03218,0.04364,0.0551,0.06721,0.08084,0.09743,0.1201,0.1586,0.3248
0,1,"SDN","Sudan","SSA","N","2005","2009","X",1.48553,1.9,112.8755,0.2378863,0.06819813,0.02909765,0.09255245,0.3539534,91.09918,0.2131855,-1,30.911914,"SDN_N2009X",0.02639,0.04183,0.05274,0.06378,0.07496,0.08786,0.1037,0.125,0.1569,0.2669
0,1,"SUR","Suriname","LAC","N","2005","1999","Y",1.884817,1.9,269.0919,0.2086777,0.1539684,0.1380626,0.07904159,0.5760975,172.1741,1.612256,-1,0.498946,"SUR_N1999Y",0,0.01009,0.02686,0.03626,0.05191,0.07367,0.08728,0.1116,0.1751,0.4272
0,1,"SWE","Sweden","OHI","N","2005","2005","Y",9.105002,1.9,1232.792,0.008677864,0.007580008,0.006997363,0.01160473,0.2682418,1118.567,0.171931,-1,9.029572,"SWE_N2005Y",0.0319,0.0553,0.067,0.07664,0.08603,0.09574,0.1074,0.124,0.1456,0.2104
0,1,"CHE","Switzerland","OHI","N","2005","2006","Y",1.613419,1.9,1863.165,0,0,0,0,0.339167,1543.871,0.1979724,-1,7.437115,"CHE_N2006Y",0.029,0.04524,0.05473,0.06508,0.07618,0.08878,0.1035,0.1238,0.1536,0.2601
0,1,"SYR","Syrian Arab Republic","MNA","N","2005","2004","X",22.88657,1.9,224.4023,0.0138615,0.002001979,0.000483079,0.002319212,0.3577617,171.9425,0.2084355,-1,18.294611,"SYR_N2004X",0.03201,0.04446,0.05337,0.06223,0.07156,0.08235,0.09664,0.1169,0.1536,0.2868
1,1,"TJK","Tajikistan","ECA","N","2005","","X",1.88267,1.9,128.9182,0.1302329,0.03486372,0.01511015,0.04941261,-1,-1,-1,-1,6.854176,"TJK_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"TZA","Tanzania","SSA","N","2005","","X",585.5204,1.9,58.54239,0.66716,0.2781485,0.1470545,0.4149467,-1,-1,-1,-1,39.410545,"TZA_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"THA","Thailand","EAP","N","2005","","X",12.84438,1.9,344.4604,0.006401604,0.001126915,0.0003033839,0.001328505,-1,-1,-1,-1,65.42547,"THA_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"TMP","Timor-Leste","EAP","N","2005","","X",0.5613374,1.9,71.45636,0.4737881,0.1381149,0.05515281,0.1804085,-1,-1,-1,-1,1.026484,"TMP_N2001X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"TGO","Togo","SSA","N","2005","2006","X",232.215,1.9,75.21509,0.562597,0.2149749,0.1061265,0.3073785,0.4221258,51.97156,0.2940239,-1,5.683268,"TGO_N2006X",0.02465,0.03593,0.0442,0.05322,0.06353,0.07549,0.09303,0.1185,0.165,0.3264
1,1,"TON","Tonga","EAP","N","2005","","X",1.638717,1.9,313.0842,0.01745329,0.004364332,0.001540542,0.005453554,-1,-1,-1,-1,0.101041,"TON_N2001X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"TTO","Trinidad and Tobago","LAC","N","2005","1992","Y",4.619226,1.9,422.122,0.01187422,0.003396683,0.001870019,0.003494921,0.4027296,326.2777,0.2882084,-1.190073,1.296934,"TTO_N1992Y",0.02073,0.03433,0.04578,0.05757,0.07038,0.08493,0.1023,0.125,0.1601,0.2989
1,1,"TUN","Tunisia","MNA","N","2005","","X",0.6965338,1.9,251.529,0.03211369,0.006700776,0.002236027,0.008346275,-1,-1,-1,-1,10.102482,"TUN_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"TUR","Turkey","ECA","N","2005","2005","X",1.164342,1.9,370.886,0.02599261,0.004810576,0.001544683,0.00591728,0.4261466,275.0102,0.3159421,-1,67.903406,"TUR_N2005X",0.01898,0.03263,0.04443,0.05535,0.0675,0.08095,0.09746,0.1194,0.1556,0.3276
0,0,"TKM","Turkmenistan","ECA","N","2005","1998","X",1.527624,1.9,112.4825,0.3072651,0.09180272,0.0364575,0.1215529,0.4076536,82.42552,0.2778098,0.3609475,4.754641,"TKM_N1998X",0.02574,0.03567,0.04558,0.0559,0.06716,0.08016,0.09631,0.1188,0.1574,0.3173
0,1,"TUV","Tuvalu","EAP","N","2005","2010","X",1.172771,1.9,224.9821,0.03625352,0.005105774,0.000976993,0.00568952,0.3913903,168.5214,0.2538134,-1,0.010027,"TUV_N2010X",0.02686,0.03903,0.04865,0.05936,0.06928,0.08024,0.09682,0.116,0.1566,0.3072
1,1,"UGA","Uganda","SSA","N","2005","","X",946.8904,1.9,75.09288,0.5704124,0.2158959,0.1063528,0.3088196,-1,-1,-1,-1,28.54394,"UGA_N2002X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"UKR","Ukraine","ECA","N","2005","2005","X",3.311232,1.9,299.336,0.00255667,0.0004316371,0.0001072571,0.0004993882,0.2902071,256.7119,0.1383642,-1,47.10515,"UKR_N2005X",0.03655,0.05151,0.06184,0.07129,0.08086,0.09149,0.1048,0.1216,0.1483,0.2317
0,1,"GBR","United Kingdom","OHI","N","2005","2005","Y",0.7564041,1.9,1387.996,0.0049876,0.003414384,0.002631954,0.0085754,0.3427155,1163.495,0.2193399,-1,60.401206,"GBR_N2005Y",0.02571,0.0434,0.05542,0.06633,0.07762,0.09017,0.1051,0.1233,0.1522,0.2608
1,1,"USA","United States","OHI","N","2005","","Y",1,1.9,1947.274,0.009980321,0.008721261,0.007984115,0.009482141,-1,-1,-1,-1,295.516599,"USA_N2004Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"URY","Uruguay","LAC","N","2005","","Y",16.42385,1.9,518.1452,0.005714584,0.001315827,0.0005663798,0.00156756,-1,-1,-1,-1,3.325612,"URY_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"UZB","Uzbekistan","ECA","N","2005","2003","X",635.7095,1.9,70.03856,0.5345942,0.1760155,0.08027984,0.2449714,0.352688,55.13726,0.2083109,-1,26.167,"UZB_N2003X",0.02882,0.04537,0.05576,0.06444,0.07363,0.0843,0.09755,0.1162,0.1506,0.2833
0,1,"VUT","Vanuatu","EAP","N","2005","2010","X",115.8271,1.9,150.6338,0.1268711,0.03121741,0.0113983,0.03978585,0.3762623,116.6563,0.2372648,-1,0.20937,"VUT_N2010X",0.02683,0.04062,0.05038,0.06101,0.07195,0.08338,0.09783,0.1199,0.1541,0.294
0,1,"VEN","Venezuela, Republica Bolivariana de","LAC","N","2005","2005","Y",2.915005,1.9,251.354,0.1885514,0.1331783,0.1147926,0.08814864,0.5236497,172.41,1.361736,-1,26.784161,"VEN_N2005Y",0.0004981,0.015,0.0329,0.04691,0.06061,0.0769,0.09695,0.1238,0.1689,0.3775
1,1,"VNM","Vietnam","EAP","N","2005","","X",7624.973,1.9,114.8503,0.2325259,0.05844365,0.02192158,0.07506517,-1,-1,-1,-1,82.3921,"VNM_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"WBG","West Bank and Gaza","MNA","N","2005","2005","X",2.5228,1.9,309.5211,0.009220995,0.001045059,0.0002334702,0.001190459,0.3474262,248.0976,0.2002656,-1,3.320396,"WBG_N2005X",0.02933,0.04383,0.05427,0.06352,0.07421,0.08664,0.1017,0.1234,0.1558,0.2672
1,1,"YEM","Yemen, Republic of","MNA","N","2005","","X",111.303,1.9,144.5244,0.09660183,0.01820978,0.005526988,0.02212531,-1,-1,-1,-1,20.582927,"YEM_N1998X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"ZMB","Zambia","SSA","N","2005","","X",2505.341,1.9,86.47578,0.5750389,0.2785172,0.1666932,0.452701,-1,-1,-1,-1,12.052156,"ZMB_N2004X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"ZWE","Zimbabwe","SSA","N","2005","2011","X",0.5359763,1.9,146.9647,0.2152034,0.05215105,0.01674536,0.06680778,0.4315358,102.2549,0.3111535,0.3883556,12.940032,"ZWE_N2011X",0.02476,0.03348,0.04258,0.0524,0.06346,0.07656,0.09323,0.1169,0.1583,0.3383
0,1,"ALB","Albania","ECA","N","2008","2008","X",58.16801,1.9,237.5219,0.003705177,0.0006791754,0.0001859644,0.000798155,0.2998467,198.7645,0.1488934,-1,2.947314,"ALB_N2008X",0.03734,0.05137,0.06088,0.06984,0.07912,0.08924,0.103,0.1193,0.1454,0.2446
1,0,"DZA","Algeria","MNA","N","2008","","X",31.77229,1.9,225.3029,0.01098686,0.002632589,0.001361801,0.002797288,-1,-1,-1,-1,34.860715,"DZA_N1995X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"AGO","Angola","SSA","N","2008","","X",73.83312,1.9,128.1524,0.2906429,0.09391521,0.04323567,0.1312321,-1,-1,-1,-1,21.75942,"AGO_N2000X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"ARG","Argentina","LAC","U","2008","2008","Y",2.768382,1.9,615.3785,0.02559023,0.01075088,0.006761684,0.01316475,0.4452716,455.1069,0.385378,-1,36.59532856,"ARG_U2008Y",0.01299,0.02738,0.03955,0.05205,0.066,0.08248,0.1021,0.1291,0.1721,0.3162
0,1,"ARM","Armenia","ECA","N","2008","2008","X",183.7796,1.9,188.2848,0.01357321,0.002889123,0.0009854315,0.003630104,0.2918814,159.8319,0.1397946,-1,2.90822,"ARM_N2008X",0.03854,0.05267,0.0608,0.06992,0.0795,0.09063,0.1041,0.1203,0.1466,0.2369
0,1,"AUS","Australia","OHI","N","2008","2008","Y",1.526641,1.9,1667.425,0.004992525,0.003435847,0.002747122,0.01106414,0.3542943,1318.778,0.2287514,-1,21.2492,"AUS_N2008Y",0.0281,0.04424,0.0534,0.06267,0.07352,0.08573,0.1021,0.1229,0.1535,0.2738
0,1,"AUT","Austria","OHI","N","2008","2008","Y",0.8475838,1.9,1629.285,0.004929696,0.002340183,0.001541406,0.00412596,0.3043618,1428.334,0.1733297,-1,8.321496,"AUT_N2008Y",0.03017,0.04979,0.0616,0.07138,0.08186,0.09325,0.1056,0.1204,0.1452,0.2408
0,1,"AZE","Azerbaijan","ECA","N","2008","2005","X",0.3294187,1.9,412.8644,0,0,0,0,0.1663503,381.5835,0.04534925,-1,8.7634,"AZE_N2005X",0.06102,0.07269,0.0792,0.08484,0.08963,0.09554,0.1028,0.1123,0.1278,0.1741
1,1,"BGD","Bangladesh","SAS","N","2008","","X",24.84915,1.9,105.2117,0.2141418,0.03966361,0.01101732,0.04706058,-1,-1,-1,-1,148.805814,"BGD_N2005X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"BLR","Belarus","ECA","N","2008","2008","X",1832.435,1.9,425.8696,0,0,0,0,0.2782604,376.3409,0.1294524,-1,9.527985,"BLR_N2008X",0.0369,0.05305,0.06345,0.07295,0.08259,0.09421,0.1071,0.1219,0.1445,0.2233
0,1,"BEL","Belgium","OHI","N","2008","2008","Y",0.879014,1.9,1449.957,0,0,0,0,0.283717,1267.143,0.1414014,-1,10.709973,"BEL_N2008Y",0.03426,0.05252,0.06458,0.07415,0.08298,0.09273,0.1055,0.1216,0.1447,0.227
0,1,"BLZ","Belize","LAC","N","2008","1999","Y",1.182611,1.9,244.4283,0.1604256,0.06853055,0.0426778,0.1062728,0.5326277,145.1263,0.5582195,-1,0.306165,"BLZ_N1999Y",0.009305,0.02282,0.03405,0.04285,0.05338,0.06665,0.08484,0.1092,0.1526,0.4243
1,1,"BEN","Benin","SSA","N","2008","","X",224.9172,1.9,83.07717,0.497311,0.1703689,0.07744251,0.2348466,-1,-1,-1,-1,8.696916,"BEN_N2003X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"BTN","Bhutan","SAS","N","2008","","X",16.96291,1.9,173.1598,0.1009332,0.02049842,0.006545727,0.02515894,-1,-1,-1,-1,0.70095,"BTN_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"BOL","Bolivia","LAC","N","2008","2008","Y",2.906106,1.9,328.9363,0.1105113,0.050385,0.03093006,0.08497658,0.5081732,212.331,0.5033824,-1,9.599855,"BOL_N2008Y",0.008784,0.02288,0.03455,0.04542,0.05822,0.07261,0.09135,0.1178,0.163,0.3854
1,1,"BIH","Bosnia and Herzegovina","ECA","N","2008","","X",0.8669357,1.9,638.0609,0.0005844481,0.0001850996,6.980562E-05,0.0002373966,-1,-1,-1,-1,3.763599,"BIH_N2007X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
