"isInterpolated","useMicroData","CountryCode","CountryName","RegionCode","CoverageType","RequestYear","DataYear","DataType","PPP","PovertyLine","Mean","HeadCount","PovGap","PovGapSqr","Watts","Gini","Median","pr.mld","Polarization","ReqYearPopulation","SvyInfoID","Decile1","Decile2","Decile3","Decile4","Decile5","Decile6","Decile7","Decile8","Decile9","Decile10"
0,1,"BRA","Brazil","LAC","N","1987","1987","Y",1.658783,1.9,312.7501,0.1776243,0.07251093,0.0430804,0.09056603,0.5969279,154.8615,0.7427081,-1,141.273488,"BRA_N1987Y",0.007388,0.01636,0.02417,0.03282,0.04357,0.0571,0.07609,0.1051,0.1635,0.4738
0,0,"BGR","Bulgaria","ECA","N","1987","1989","X",0.765068,1.9,688.7961,0.0004812578,0.0004712578,0.0004612578,0,0.2342719,628.0439,0.08979578,0.1936653,8.971359,"BGR_N1989X",0.04565,0.0589,0.06918,0.07818,0.08681,0.0958,0.106,0.1192,0.1399,0.2003
0,1,"BFA","Burkina Faso","SSA","N","1987","1994.25","X",222.242,1.9,39.69775,0.8394116,0.4939621,0.3272932,0.8535256,0.4807249,23.81219,0.3852556,-1,8.140073,"BFA_N1994X",0.02246,0.03285,0.03968,0.04696,0.05497,0.06543,0.08115,0.1065,0.1554,0.3947
0,0,"BDI","Burundi","SSA","N","1987","1992","X",487.3273,1.9,41.57114,0.8234942,0.3807638,0.2112882,0.589375,0.3333381,33.76372,0.1824366,0.2822712,4.987736,"BDI_N1992X",0.03414,0.04526,0.05545,0.06542,0.07575,0.08721,0.101,0.1195,0.1505,0.2658
0,1,"CPV","Cabo Verde","SSA","N","1987","2001.77","X",47.56514,1.9,85.87058,0.5659408,0.2528571,0.142241,0.3932812,0.524963,49.64393,0.4786267,-1,0.324893,"CPV_N2001X",0.01587,0.02564,0.03348,0.04232,0.05217,0.06488,0.08098,0.1046,0.1537,0.4264
0,1,"CMR","Cameroon","SSA","N","1987","1996","X",230.3753,1.9,149.1485,0.1783182,0.04334473,0.01494947,0.05389272,0.4444676,95.37079,0.325144,-1,10.696274,"CMR_N1996X",0.0248,0.03617,0.04427,0.05116,0.05977,0.07018,0.08501,0.1113,0.1558,0.3615
0,1,"CAN","Canada","OHI","N","1987","1987","Y",1.284584,1.9,1310.978,0.002210968,0.0006437121,0.0001874135,0.0007608033,0.3147403,1119.217,0.1747378,-1,26.55,"CAN_N1987Y",0.02835,0.04766,0.05969,0.06976,0.07966,0.09129,0.1055,0.1249,0.1547,0.2384
0,0,"CAF","Central African Republic","SSA","N","1987","1992.43","X",267.8691,1.9,42.7823,0.804067,0.540823,0.4138366,1.197908,0.6133075,20.12172,0.7409222,0.7126964,2.755244,"CAF_N1992X",0.006934,0.01297,0.02021,0.02909,0.04034,0.05523,0.07624,0.1091,0.1725,0.4773
0,1,"TCD","Chad","SSA","N","1987","2003","X",251.2962,1.9,52.2233,0.7089429,0.3254977,0.1840489,0.5056886,0.3982457,38.41461,0.2676824,-1,5.408087,"TCD_N2003X",0.02465,0.03832,0.04741,0.05686,0.06726,0.0815,0.09852,0.1207,0.1577,0.3071
0,1,"CHL","Chile","LAC","N","1987","1987","Y",391.6442,1.9,299.15,0.1167473,0.04052608,0.02225039,0.06094294,0.5621016,156.6937,0.5916716,-1,12.594145,"CHL_N1987Y",0.0116,0.02183,0.02942,0.0376,0.04707,0.05912,0.07618,0.1032,0.1601,0.4539
0,0,"CHN","China","EAP","A","1987","1987","Y",3.696112,1.9,56.71216,0.6083935,0.2172566,0.1040604,0.3129936,-1,-1,-1,-1,1084.035,"CHN_R1987Y",0,0,0,0,0,0,0,0,0,0
0,0,"CHN","China","EAP","R","1987","1987","Y",3.696112,1.9,49.82627,0.7255148,0.2715504,0.1321903,0.3950537,0.2945106,43.40623,0.1455677,0.2416238,821.05894935,"CHN_R1987Y",0.03497,0.04977,0.0615,0.0719,0.08198,0.09257,0.1048,0.1207,0.1464,0.2354
0,0,"CHN","China","EAP","U","1987","1987","Y",3.696112,1.9,78.21116,0.2427198,0.04774143,0.01623362,0.05678672,0.2019938,73.80242,0.06944133,-1.555899,262.97605065,"CHN_U1987Y",0.04808,0.06521,0.07446,0.08253,0.09037,0.09854,0.1076,0.1185,0.1338,0.181
0,1,"COL","Colombia","LAC","N","1987","1992","Y",1196.955,1.9,279.6311,0.09553187,0.04883509,0.03831676,0.03220968,0.5145367,169.7296,0.7018257,-1,32.324325,"COL_N1992Y",0.01062,0.02617,0.03545,0.04453,0.05498,0.06739,0.08422,0.1099,0.1622,0.4046
0,1,"COM","Comoros","SSA","N","1987","2004","X",220.5725,1.9,281.8752,0.1025648,0.02498069,0.009497688,0.03313647,0.5592516,150.93,0.546712,-1,0.376654,"COM_N2004X",0.01539,0.02471,0.0324,0.04026,0.0483,0.05937,0.07307,0.09246,0.1331,0.481
0,1,"ZAR","Congo, Democratic Republic of","SSA","N","1987","2004.89","X",537.7323,1.9,63.72887,0.6232166,0.2707579,0.1479806,0.4129839,0.4216363,45.30251,0.3008181,-1,31.529823,"ZAR_N2004X",0.02205,0.03486,0.04467,0.05422,0.06519,0.07816,0.09598,0.1199,0.161,0.324
0,1,"COG","Congo, Republic of","SSA","N","1987","2005","X",296.5003,1.9,97.49002,0.4631225,0.1761457,0.08772952,0.2534534,0.4733054,62.22537,0.3799083,-1,2.249146,"COG_N2005X",0.01961,0.02935,0.03871,0.04742,0.05776,0.07086,0.08901,0.1147,0.164,0.3685
1,1,"CRI","Costa Rica","LAC","N","1987","","Y",343.7857,1.9,197.3293,0.1300063,0.06285596,0.04279905,0.08215882,-1,-1,-1,-1,2.872211,"CRI_N1986Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1,"CIV","Cote d'Ivoire","SSA","N","1987","","X",235.6879,1.9,204.3022,0.06222655,0.01472438,0.005010453,0.01859495,-1,-1,-1,-1,11.019651,"CIV_N1986X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"HRV","Croatia","ECA","N","1987","1988","Y",4.358503,1.9,605.2557,0.0004522596,0.0004422596,0.0004322596,0,0.2278073,563.7123,0.08802812,0.1812014,4.74,"HRV_N1988Y",0.04312,0.05997,0.07132,0.08054,0.08896,0.09747,0.107,0.119,0.1378,0.1949
0,1,"CYP","Cyprus","OHI","N","1987","2004","Y",0.7115528,1.9,620.6274,0.002450742,0.0003937039,6.324729E-05,0.000429183,0.3008683,526.7047,0.1518387,-1,0.72338,"CYP_N2004Y",0.03658,0.05125,0.06031,0.0695,0.07956,0.09025,0.1026,0.1204,0.1468,0.2427
0,0,"CZE","Czech Republic","ECA","N","1987","1993","Y",14.90097,1.9,550.0235,0.000161023,7.25626E-05,6.25626E-05,0,0.2660468,467.6725,0.1212092,-1.528191,10.347318,"CZE_N1993Y",0.04644,0.05794,0.06564,0.07305,0.08086,0.08961,0.1001,0.114,0.1361,0.2363
0,1,"DNK","Denmark","OHI","N","1987","2003","Y",8.523886,1.9,1160.167,0.002238577,0.001931576,0.001666678,0.004447481,0.2563006,1039.065,0.1210933,-1,5.127024,"DNK_N2003Y",0.03985,0.05843,0.06762,0.07579,0.08476,0.09385,0.1049,0.1203,0.1408,0.2136
1,0,"DOM","Dominican Republic","LAC","N","1987","","Y",20.74103,1.9,373.4186,0.08107218,0.02356887,0.01025596,0.02899993,-1,-1,-1,-1,6.764624,"DOM_N1986Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"ECU","Ecuador","LAC","N","1987","1987","Y",0.5472345,1.9,225.5435,0.1762945,0.07309168,0.04072148,0.1163445,0.5049197,149.2647,0.4885518,0.4523506,9.504129,"ECU_N1987Y",0.01035,0.0225,0.0343,0.04632,0.05923,0.07393,0.09202,0.117,0.1599,0.3844
0,0,"EGY","Egypt, Arab Republic of","MNA","N","1987","1990.5","X",2.777,1.9,129.1927,0.1065747,0.01670026,0.004207559,0.01945445,0.3200394,104.8004,0.1693378,0.2553803,53.066229,"EGY_N1990X",0.03849,0.04866,0.05792,0.06691,0.07621,0.08649,0.09884,0.1155,0.1436,0.2673
0,0,"SLV","El Salvador","LAC","N","1987","1989","Y",0.5307735,1.9,221.4761,0.1813107,0.1091005,0.1011198,0.07641279,-1,-1,-1,-1,5.053714,"SLV_N1989Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"EST","Estonia","ECA","N","1987","1993","Y",0.6085634,1.9,457.1028,0.006454397,0.003223582,0.003213582,0.001225537,0.3950347,344.8126,0.2691692,-1.288507,1.552221,"EST_N1993Y",0.02498,0.03909,0.04912,0.05903,0.06968,0.08184,0.09667,0.1167,0.1495,0.3135
0,0,"SWZ","Eswatini","SSA","N","1987","1994.83","X",4.049069,1.9,34.64867,0.8826159,0.6002074,0.4558802,1.280049,0.6045472,17.4699,0.6925939,-1.132695,0.766707,"SWZ_N1994X",0.008705,0.0167,0.02475,0.03379,0.0444,0.05744,0.07454,0.0995,0.1449,0.4953
0,1,"ETH","Ethiopia","SSA","N","1987","1995.25","X",5.438614,1.9,78.69851,0.5661284,0.1976569,0.09105009,0.2740379,0.4456451,52.43976,0.3411386,-1,43.493283,"ETH_N1995X",0.02591,0.03754,0.04585,0.05325,0.06187,0.07173,0.0845,0.1031,0.1358,0.3805
0,1,"FJI","Fiji","EAP","N","1987","2002.5","X",1.216541,1.9,153.8191,0.1315794,0.02899457,0.009799593,0.03608133,0.3810205,116.4487,0.2401027,-1,0.721725,"FJI_N2002X",0.02717,0.03972,0.04985,0.05985,0.06999,0.08236,0.09768,0.1192,0.1579,0.2962
0,1,"FIN","Finland","OHI","N","1987","2003","Y",0.9802463,1.9,945.4746,0,0,0,0,0.2768374,818.4394,0.1319045,-1,4.932123,"FIN_N2003Y",0.03864,0.05507,0.06523,0.07375,0.08199,0.09152,0.1029,0.1186,0.1423,0.23
0,1,"FRA","France","OHI","N","1987","2003","Y",0.8797541,1.9,1006.681,0.002475366,0.0005375943,0.0001167535,0.0006060922,0.314088,845.0814,0.1681442,-1,57.482591,"FRA_N2003Y",0.03304,0.04945,0.05919,0.06875,0.07879,0.08961,0.1027,0.1201,0.1469,0.2514
0,1,"GAB","Gabon","SSA","N","1987","2005","X",359.2185,1.9,205.4789,0.08370159,0.01985089,0.007301993,0.02561991,0.4218499,146.0187,0.3011957,-1,0.876863,"GAB_N2005X",0.02273,0.03547,0.04551,0.0551,0.06559,0.07806,0.09424,0.1166,0.1553,0.3315
0,1,"GMB","Gambia, The","SSA","N","1987","1998","X",10.82647,1.9,58.04986,0.6935697,0.351875,0.2171641,0.5989874,0.4851946,37.21156,0.4216336,-1,0.804125,"GMB_N1998X",0.01505,0.02806,0.0383,0.04731,0.05804,0.071,0.08886,0.1139,0.1628,0.3766
0,0,"GEO","Georgia","ECA","N","1987","1996","X",0.8419071,1.9,854.3426,0,0,0,0,0.3713271,691.9774,0.2404084,0.3201177,4.7435,"GEO_N1996X",0.02326,0.03802,0.05077,0.06272,0.07474,0.08775,0.1031,0.1234,0.1569,0.2793
0,1,"DEU","Germany","OHI","N","1987","1991","Y",0.8180292,1.9,1243.429,0,0,0,0,0.292449,1066.838,0.141901,-1,77.83992,"DEU_N1991Y",0.03671,0.05144,0.06057,0.07011,0.08004,0.09153,0.1058,0.1239,0.1506,0.2293
1,0,"GHA","Ghana","SSA","N","1987","1987.5","X",0.7880217,1.9,78.53829,0.4348438,0.1469248,0.06745713,0.2078282,-1,-1,-1,-1,13.481406,"GHA_N1987X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"GRC","Greece","OHI","N","1987","2003","Y",0.7582539,1.9,613.7394,0.007485849,0.004526539,0.003975585,0.003930118,0.3276078,526.8407,0.2000485,-1,10.000595,"GRC_N2003Y",0.02752,0.0448,0.05622,0.06762,0.07924,0.09238,0.107,0.1258,0.1539,0.2456
1,0,"GTM","Guatemala","LAC","N","1987","","Y",3.873239,1.9,125.547,0.4463852,0.2133225,0.1300524,0.3636365,-1,-1,-1,-1,8.639108,"GTM_N1986Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"GIN","Guinea","SSA","N","1987","1991","X",2572.343,1.9,23.86887,0.9161819,0.6186937,0.4703269,1.394828,0.4684305,17.25075,0.4509828,0.4905278,5.381483,"GIN_N1991X",0.008884,0.02151,0.03452,0.04841,0.06383,0.0818,0.1041,0.1348,0.1848,0.3174
0,0,"GNB","Guinea-Bissau","SSA","N","1987","1991","X",248.2358,1.9,104.9704,0.4714127,0.2517828,0.1725797,0.4663306,-1,-1,-1,-1,0.943617,"GNB_N1991X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"GUY","Guyana","LAC","N","1987","1992.5","Y",133.2612,1.9,118.0745,0.3680778,0.1416987,0.07347009,0.2143116,-1,-1,-1,-1,0.757506,"GUY_N1992Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"HND","Honduras","LAC","N","1987","1989","Y",10.08031,1.9,138.3512,0.4272119,0.1942023,0.1120839,0.3156885,0.5949015,70.03593,0.6590374,0.5664028,4.541804,"HND_N1989Y",0.01041,0.01722,0.02492,0.03383,0.0445,0.05787,0.07576,0.1024,0.1513,0.4818
0,0,"HUN","Hungary","ECA","N","1987","1987","Y",137.8829,1.9,629.7617,0.0005703212,0.0005603212,0.0005503212,0,0.2095999,582.0674,0.07610319,-1.546997,10.612741,"HUN_N1987Y",0.04962,0.06457,0.07315,0.08084,0.08849,0.09661,0.1058,0.1172,0.1337,0.19
0,1,"ISL","Iceland","OHI","N","1987","2003","Y",138.895,1.9,1134.953,0,0,0,0,0.2683468,995.0954,0.1261519,-1,0.245859,"ISL_N2003Y",0.03796,0.05699,0.06754,0.07535,0.08337,0.09247,0.1028,0.1172,0.1401,0.2262
0,0,"IND","India","SAS","A","1987","","X",14.97516,1.9,71.14514,0.5109241,0.1481465,0.05797196,0.1931231,-1,-1,-1,-1,816.792741,"IND_R1983X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"IND","India","SAS","R","1987","","X",14.97516,1.9,64.72129,0.5600516,0.165499,0.06591154,0.2161243,-1,-1,-1,-1,614.0402789,"IND_R1983X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,0,"IND","India","SAS","U","1987","","X",14.97516,1.9,90.59989,0.3621402,0.09559427,0.03392677,0.1234636,-1,-1,-1,-1,202.7524621,"IND_U1983X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"IDN","Indonesia","EAP","A","1987","1987","X",4091.939,1.9,52.78119,0.7135853,0.2581983,0.1178549,0.3531337,-1,-1,-1,-1,171.728917,"IDN_R1987X",0,0,0,0,0,0,0,0,0,0
0,0,"IDN","Indonesia","EAP","R","1987","1987","X",4091.939,1.9,47.3561,0.7796279,0.2894846,0.1337431,0.3977415,0.2772924,40.40286,0.1296689,-1.523336,123.92817295,"IDN_R1987X",0.04277,0.05518,0.06372,0.07199,0.08069,0.09038,0.1019,0.1168,0.1401,0.2364
0,0,"IDN","Indonesia","EAP","U","1987","1987","X",4091.939,1.9,66.84627,0.5423633,0.1770855,0.07666305,0.2374834,0.3277565,54.48984,0.1765816,0.2723449,47.800744047,"IDN_U1987X",0.03534,0.04642,0.05646,0.06619,0.07623,0.0873,0.1006,0.1184,0.1482,0.2649
1,0,"IRN","Iran, Islamic Republic of","MNA","N","1987","","X",5001.363,1.9,251.0125,0.09189659,0.02340471,0.009021886,0.0297265,-1,-1,-1,-1,51.197482,"IRN_N1986X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"IRQ","Iraq","MNA","N","1987","2006.85","X",1003.799,1.9,117.7537,0.1097641,0.01975633,0.005758127,0.02369795,0.2860061,100.4314,0.1331823,-1,16.290149,"IRQ_N2006X",0.03946,0.05324,0.06278,0.07121,0.08033,0.09049,0.1026,0.1187,0.1449,0.2363
0,1,"IRL","Ireland","OHI","N","1987","2003","Y",0.9517142,1.9,659.0557,0.002425839,0.001322221,0.0007206859,0.001910551,0.3288572,548.8289,0.1858747,-1,3.540057,"IRL_N2003Y",0.03068,0.04624,0.0578,0.06744,0.07757,0.08908,0.1024,0.121,0.149,0.2588
1,1,"ISR","Israel","OHI","N","1987","","Y",4.270233,1.9,637.3487,0.002321383,0.0008954954,0.000360412,0.001148536,-1,-1,-1,-1,4.369,"ISR_N1986Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"ITA","Italy","OHI","N","1987","2003","Y",0.8253945,1.9,973.561,0.009994469,0.006171387,0.005060499,0.007600191,0.3492936,816.6295,0.2400935,-1,56.601931,"ITA_N2003Y",0.0232,0.04356,0.05535,0.0661,0.07757,0.09005,0.1039,0.1225,0.1512,0.2666
0,0,"JAM","Jamaica","LAC","N","1987","1988","X",63.35445,1.9,241.5759,0.06686039,0.01823868,0.008455637,0.02149668,0.4315502,174.1809,0.321432,0.3684725,2.379279,"JAM_N1988X",0.02142,0.03269,0.04346,0.05433,0.0659,0.07898,0.09499,0.117,0.1546,0.3366
0,1,"JPN","Japan","OHI","N","1987","2008","Y",116.1032,1.9,879.6029,0.004755434,0.002305808,0.00146541,0.003972021,0.3210734,761.3771,0.1882502,-1,122.091,"JPN_N2008Y",0.0269,0.04684,0.05909,0.06971,0.0808,0.09238,0.1053,0.122,0.1496,0.2474
1,0,"JOR","Jordan","MNA","N","1987","","X",0.446,1.9,340.5964,0.000760085,0.0001525716,6.071378E-05,-1,-1,-1,-1,-1,3.127917,"JOR_N1986X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"KAZ","Kazakhstan","ECA","N","1987","1993","Y",83.61162,1.9,217.7109,0.02224299,0.001507272,0.0001368819,0.001908398,0.3266573,183.5545,0.1787839,0.2854004,15.801753,"KAZ_N1993Y",0.03066,0.0442,0.05603,0.06718,0.07845,0.09065,0.105,0.1239,0.1545,0.2494
0,0,"KEN","Kenya","SSA","N","1987","1992","X",35.42959,1.9,169.0356,0.3088735,0.1151345,0.05845945,0.1696794,0.5746096,89.89826,0.5970212,-1.14102,21.119318,"KEN_N1992X",0.01243,0.02147,0.02934,0.03785,0.04766,0.0596,0.07521,0.09802,0.1397,0.4787
0,1,"KIR","Kiribati","EAP","N","1987","2006","X",1.065704,1.9,164.1376,0.1116539,0.02777488,0.01081625,0.03652952,0.36973,131.5038,0.2336895,-1,0.067261,"KIR_N2006X",0.02552,0.04041,0.05254,0.06312,0.07391,0.08606,0.1002,0.1188,0.147,0.2925
0,1,"KOR","Korea, Republic of","OHI","N","1987","2006","Y",912.0214,1.9,415.0028,0.009972318,0.004473515,0.002825972,0.007999795,0.3170298,361.0248,0.1827651,-1,41.62169,"KOR_N2006Y",0.0268,0.04628,0.05902,0.07042,0.08142,0.09308,0.107,0.1243,0.1516,0.24
0,1,"KGZ","Kyrgyz Republic","ECA","N","1987","1998","X",17.53792,1.9,295.0658,0.07524243,0.02725532,0.01464763,0.04200068,0.4640201,207.6963,0.3961845,-1,4.1446,"KGZ_N1998X",0.01469,0.02858,0.03911,0.0498,0.06298,0.07859,0.09524,0.1199,0.1582,0.3529
0,1,"LAO","Lao People's Democratic Republic","EAP","N","1987","1992.2","X",3325.204,1.9,82.8361,0.4297706,0.1128436,0.04156612,0.1439432,0.3430986,64.11767,0.1911967,-1,3.905163,"LAO_N1992X",0.0348,0.04754,0.05554,0.0629,0.07223,0.08338,0.09655,0.1169,0.1493,0.2808
0,0,"LVA","Latvia","ECA","N","1987","1993","Y",0.4031804,1.9,562.5098,0,0,0,0,0.2699313,490.47,0.1173548,0.2335857,2.626583,"LVA_N1993Y",0.04247,0.05349,0.06329,0.07266,0.08221,0.0926,0.1048,0.121,0.1468,0.2207
1,1,"LSO","Lesotho","SSA","N","1987","","X",3.864347,1.9,105.0673,0.4990502,0.247854,0.1547515,0.4316719,-1,-1,-1,-1,1.52546,"LSO_N1986X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"LBR","Liberia","SSA","N","1987","2007","X",0.5677298,1.9,197.3151,0.06792347,0.02192815,0.01134841,0.03417281,0.3647774,159.7485,0.2365822,-1,2.191023,"LBR_N2007X",0.02372,0.04126,0.05369,0.06395,0.07521,0.08665,0.1001,0.1205,0.152,0.2829
0,0,"LTU","Lithuania","ECA","N","1987","1993","Y",1.785857,1.9,274.6002,0,0,0,0,0.3364114,222.2537,0.1945027,0.2546083,3.616367,"LTU_N1993Y",0.03431,0.04657,0.05692,0.06648,0.076,0.08625,0.0983,0.1143,0.141,0.2799
0,1,"LUX","Luxembourg","OHI","N","1987","2003","Y",0.9893056,1.9,1402.091,0.002093593,8.589875E-05,3.524369E-06,8.771067E-05,0.3018678,1201.138,0.1560473,-1,0.37075,"LUX_N2003Y",0.03302,0.04965,0.06083,0.07055,0.08028,0.09162,0.105,0.123,0.1496,0.2365
0,0,"MKD","Macedonia, former Yugoslav Republic of","ECA","N","1987","1998","X",22.93599,1.9,256.0941,0.002081426,2.702872E-05,4.685599E-07,5.879859E-05,0.2812858,229.9158,0.1361006,0.2303308,1.992274,"MKD_N1998X",0.03368,0.05102,0.06374,0.07454,0.08468,0.09512,0.1069,0.1221,0.1461,0.2221
1,1,"MDG","Madagascar","SSA","N","1987","","X",704.9134,1.9,70.51593,0.6078845,0.2573059,0.1405532,0.397756,-1,-1,-1,-1,10.647754,"MDG_N1980X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MWI","Malawi","SSA","N","1987","1997.83","X",78.01701,1.9,102.5999,0.6871515,0.287783,0.1493533,0.4230995,0.6575557,41.68046,0.8110759,-1,8.120093,"MWI_N1997X",0.01551,0.02301,0.02769,0.03221,0.03747,0.04393,0.05248,0.06501,0.08778,0.6149
0,0,"MYS","Malaysia","EAP","N","1987","1987","Y",1.586086,1.9,363.1961,0.02121383,0.003159265,0.0008091454,0.003508777,0.4704184,239.7836,0.3802921,0.4214616,16.525108,"MYS_N1987Y",0.01991,0.02891,0.03828,0.04838,0.05974,0.07319,0.09028,0.1146,0.1573,0.3694
0,1,"MLI","Mali","SSA","N","1987","1994","X",221.8683,1.9,34.30855,0.8685533,0.5491573,0.3897753,1.032129,0.5044124,20.19335,0.4366772,-1,8.067758,"MLI_N1994X",0.01745,0.02841,0.03599,0.04388,0.05338,0.06563,0.08332,0.1098,0.1577,0.4044
0,1,"MLT","Malta","OHI","N","1987","2006","Y",0.6285905,1.9,483.504,0.00705562,0.003649589,0.002321238,0.006095982,0.280193,431.9989,0.1395076,-1,0.344485,"MLT_N2006Y",0.0342,0.0517,0.06356,0.07425,0.0841,0.09481,0.1078,0.1228,0.1466,0.2203
0,0,"MRT","Mauritania","SSA","N","1987","1987","X",112.8067,1.9,95.37162,0.4005117,0.1734816,0.100731,0.2879192,0.4393901,71.18145,0.3596023,0.4051055,1.870978,"MRT_N1987X",0.01417,0.02807,0.04107,0.05395,0.06745,0.08254,0.1008,0.1255,0.1669,0.3196
0,1,"MUS","Mauritius","SSA","N","1987","2006.5","X",18.28542,1.9,153.4468,0.086633,0.01828998,0.006345607,0.02302888,0.3565342,119.4688,0.2099285,-1,1.036082,"MUS_N2006X",0.03089,0.04485,0.05403,0.06301,0.07223,0.08331,0.09711,0.1164,0.1506,0.2875
1,1,"MEX","Mexico","LAC","N","1987","","X",8.940212,1.9,275.3627,0.09673306,0.02829352,0.01215727,0.03871938,-1,-1,-1,-1,80.503052,"MEX_N1984X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"FSM","Micronesia, Federated States of","EAP","N","1987","2005","X",0.9982547,1.9,179.0193,0.1381494,0.03375381,0.0123014,0.04297192,0.4235578,131.7758,0.3033067,-1,0.09002,"FSM_N2005X",0.02202,0.03358,0.0437,0.05414,0.067,0.07944,0.0947,0.1187,0.1619,0.3248
0,1,"MDA","Moldova","ECA","N","1987","1997","X",5.45133,1.9,210.0066,0.05466364,0.01655275,0.007653872,0.02329883,0.3694215,166.2191,0.2358357,-1,3.633,"MDA_N1997X",0.0244,0.04108,0.05193,0.06178,0.07287,0.08549,0.1013,0.1233,0.1568,0.2811
0,0,"MNG","Mongolia","EAP","N","1987","1995","X",590.33,1.9,169.754,0.07485127,0.01355696,0.003826432,0.01615198,0.3319534,141.7101,0.1834579,0.3002709,2.033343,"MNG_N1995X",0.03058,0.04308,0.05456,0.06577,0.07737,0.09015,0.1054,0.1256,0.158,0.2496
0,1,"MNE","Montenegro","ECA","N","1987","2005","X",0.4493411,1.9,429.2936,0.002284184,0.0004274825,9.024834E-05,0.0004806031,0.3021728,367.6822,0.1506655,-1,0.608144,"MNE_N2005X",0.03497,0.0503,0.0602,0.06954,0.07924,0.09142,0.1038,0.1205,0.1501,0.24
1,0,"MAR","Morocco","MNA","N","1987","","X",4.193143,1.9,188.0887,0.07715877,0.01354039,0.003422614,0.01631024,-1,-1,-1,-1,23.497766,"MAR_N1984X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"MOZ","Mozambique","SSA","N","1987","1996.27","X",15.52727,1.9,31.30711,0.8891179,0.5957116,0.4406872,1.178658,0.5355986,17.4251,0.4979032,-1,13.020861,"MOZ_N1996X",0.01529,0.02511,0.03342,0.04104,0.05008,0.06166,0.07833,0.104,0.1536,0.4375
0,1,"MMR","Myanmar","EAP","N","1987","2015","X",320.604,1.9,28.02672,0.9440508,0.5743403,0.3839513,0.9991066,0.3806851,20.83359,0.2505118,-1,38.673241,"MMR_N2015X",0.02954,0.0438,0.05251,0.06091,0.06971,0.08037,0.09381,0.1121,0.1402,0.3171
0,0,"NAM","Namibia","SSA","N","1987","1993.79","Y",5.130702,1.9,222.1182,0.4928647,0.2471419,0.1488891,0.4027534,-1,-1,-1,-1,1.24599,"NAM_N1993Y",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,0,"NPL","Nepal","SAS","N","1987","1984.5","Y",25.75927,1.9,51.35137,0.7259887,0.2672093,0.1235533,0.374354,0.3005754,42.70928,0.1471774,0.2474644,17.480921,"NPL_N1984Y",0.04045,0.05066,0.05994,0.06895,0.07826,0.08854,0.1009,0.1174,0.1451,0.2498
0,1,"NLD","Netherlands","OHI","N","1987","2004","Y",0.8691391,1.9,1003.335,0.004749113,0.001418346,0.0007932281,0.002095428,0.297974,864.6345,0.1602089,-1,14.665037,"NLD_N2004Y",0.03251,0.05157,0.06195,0.07174,0.08138,0.09189,0.1047,0.1213,0.1462,0.2368
0,1,"NIC","Nicaragua","LAC","N","1987","1993","X",9.160075,1.9,238.699,0.124274,0.03529095,0.0153473,0.04854305,0.5036435,149.6649,0.4460916,-1,3.882943,"NIC_N1993X",0.01592,0.02624,0.03495,0.04483,0.05606,0.06985,0.08708,0.1129,0.1543,0.3979
0,0,"NER","Niger","SSA","N","1987","1992.85","X",228.7532,1.9,54.99825,0.6996256,0.2758862,0.1389797,0.4011936,0.3609756,42.95037,0.222886,-1.401579,7.323969,"NER_N1992X",0.03004,0.04447,0.05399,0.06316,0.07288,0.08388,0.09723,0.1152,0.1447,0.2944
1,1,"NGA","Nigeria","SSA","N","1987","","X",79.53147,1.9,57.31953,0.6445693,0.2980556,0.1731153,0.4829345,-1,-1,-1,-1,88.101628,"NGA_N1985X",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
0,1,"NOR","Norway","OHI","N","1987","2003","Y",9.797199,1.9,1147.213,0.002321372,0.001449261,0.0009047917,0.002272617,0.2762353,990.6394,0.139305,-1,4.186905,"NOR_N2003Y",0.03824,0.05647,0.06602,0.07413,0.08229,0.09102,0.1022,0.1175,0.1388,0.2333
